-0.3123910000,-0.3418710000,0.3173850000,1.8089115966,-0.6271666134,-0.5679475919
-0.4290020000,-0.2636820000,0.2728880000,1.5001628520,-0.6783396671,-0.3119426972
-0.2307420000,-0.2641230000,0.3682220000,1.2038233983,-0.3114889116,-0.0507192681
-0.1682210000,-0.2427230000,0.2555730000,1.0156594516,-0.2262819375,0.3223099530
0.0694730000,-0.2905530000,0.3537680000,1.3319480187,0.2803347845,-0.0401949327
-0.0908410000,-0.1643790000,0.3561250000,0.8893325204,-0.2285683188,0.1496445301
0.1831140000,-0.1862650000,0.2847920000,0.7938979169,-0.0594284610,-0.6113190238
0.3099220000,-0.1609790000,0.4565090000,1.0376680535,-0.1434137046,-0.7537378908
0.0961720000,-0.2979880000,0.4000580000,1.1905239894,0.0487644993,-0.2899515486
-0.1396560000,-0.3161450000,0.4372820000,1.3654583403,-0.2766172331,0.1384918761
-0.1153520000,-0.2450630000,0.6318460000,1.1553032451,-0.1410400569,0.0239459173
0.1086000000,-0.1307800000,0.5401250000,0.8819497776,-0.0770911931,-0.1928588823
0.0009360000,-0.2054210000,0.3588630000,1.1120016263,-0.1524545102,-0.3909886590
